airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,6/03/2019,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No info,11858
Multiple Carriers,24/06/2019,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,10791
Air India,1/05/2019,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No info,7001
Jet Airways,12/06/2019,Delhi,Cochin,08:10:00,04:25:00,1215,2.0,No info,14300
Multiple Carriers,6/06/2019,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No info,13587
Jet Airways,21/03/2019,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,In-flight meal not included,7832
Air India,3/04/2019,Kolkata,Banglore,09:10:00,04:40:00,1170,2.0,No info,4647
Indigo,6/03/2019,Delhi,Cochin,06:40:00,12:00:00,320,1.0,No info,5647
Air India,27/03/2019,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,2575
Indigo,21/05/2019,Delhi,Cochin,15:10:00,20:50:00,340,1.0,No info,6027
Spicejet,9/05/2019,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No info,5975
Air India,12/03/2019,Banglore,New Delhi,17:25:00,16:20:00,1375,2.0,No info,12778
Jet Airways,21/06/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Jet Airways,21/05/2019,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No info,16289
Indigo,3/05/2019,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Indigo,27/06/2019,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No info,4823
Air Asia,15/06/2019,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No info,6253
Air Asia,21/03/2019,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,3782
Air India,21/05/2019,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No info,10676
Spicejet,12/06/2019,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Vistara,6/06/2019,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No info,9187
Jet Airways,3/06/2019,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No info,8016
Jet Airways,21/05/2019,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,12239
Vistara,24/03/2019,Banglore,New Delhi,12:00:00,14:40:00,160,0.0,No info,7608
Indigo,27/04/2019,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No info,6442
Multiple Carriers,24/06/2019,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No info,6723
Jet Airways,18/05/2019,Kolkata,Banglore,05:45:00,12:00:00,375,1.0,No info,13941
Indigo,1/05/2019,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Air India,9/05/2019,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,8372
Jet Airways,1/06/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,7229
Air India,9/06/2019,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6961
Jet Airways,06/03/2019,Banglore,New Delhi,08:55:00,05:05:00,1210,1.0,No info,16736
Air Asia,6/03/2019,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No info,4384
Jet Airways,3/03/2019,Delhi,Cochin,17:30:00,04:25:00,655,1.0,No info,17024
Indigo,24/03/2019,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No info,5694
Jet Airways,6/06/2019,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,11316
Jet Airways,21/05/2019,Kolkata,Banglore,21:10:00,19:50:00,1360,1.0,In-flight meal not included,10844
Jet Airways,6/05/2019,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,No info,14388
Spicejet,9/05/2019,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Spicejet,27/05/2019,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No info,3597
Spicejet,9/06/2019,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Indigo,27/03/2019,Delhi,Cochin,04:45:00,21:00:00,975,1.0,No info,7258
Multiple Carriers,18/05/2019,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No info,7670
Multiple Carriers,6/03/2019,Delhi,Cochin,09:55:00,21:00:00,665,1.0,In-flight meal not included,15136
Air India,12/03/2019,Banglore,New Delhi,08:50:00,10:15:00,1525,2.0,No info,12778
Jet Airways,9/06/2019,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,10577
Multiple Carriers,9/03/2019,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,8386
Indigo,15/06/2019,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4077
Indigo,27/04/2019,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No info,6171
Air India,12/05/2019,Kolkata,Banglore,09:50:00,23:15:00,805,3.0,No info,14015
Jet Airways,3/06/2019,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Indigo,21/03/2019,Mumbai,Hyderabad,12:00:00,13:25:00,85,0.0,No info,3342
Vistara,24/05/2019,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,11982
Air India,6/03/2019,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No info,14641
Air India,18/03/2019,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,2050
Goair,1/04/2019,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,5281
Jet Airways,12/05/2019,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Spicejet,18/03/2019,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,3859
Multiple Carriers,9/06/2019,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,12192
Jet Airways,3/06/2019,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,12898
Air India,9/06/2019,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,3100
Multiple Carriers,3/06/2019,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No info,14502
Air India,15/03/2019,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No info,4939
Jet Airways,9/05/2019,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,12373
Jet Airways,12/05/2019,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No info,14781
Air India,9/03/2019,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No info,8991
Air India,6/03/2019,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No info,8854
Jet Airways,18/03/2019,Banglore,New Delhi,11:40:00,05:05:00,1045,1.0,No info,13555
Indigo,1/03/2019,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No info,4778
Indigo,3/03/2019,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No info,4778
Jet Airways,12/06/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Multiple Carriers,15/05/2019,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No info,9001
Indigo,15/03/2019,Banglore,New Delhi,16:15:00,20:35:00,260,1.0,No info,5607
Air India,15/06/2019,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No info,4145
Spicejet,12/05/2019,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No info,8479
Jet Airways,6/06/2019,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,12/06/2019,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,8529
Multiple Carriers,6/03/2019,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No info,15353
Jet Airways,21/05/2019,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No info,8040
Jet Airways,12/06/2019,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,9899
Jet Airways,15/05/2019,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No info,14151
Jet Airways,21/06/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5769
Multiple Carriers,21/03/2019,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13062
Air Asia,27/06/2019,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No info,6152
Air India,15/05/2019,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No info,14960
Indigo,27/05/2019,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Jet Airways,24/05/2019,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No info,14571
Air India,27/03/2019,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,6902
Jet Airways,24/05/2019,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No info,14571
Air India,1/06/2019,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No info,14667
Jet Airways,27/03/2019,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,No info,10929
Vistara,09/03/2019,Banglore,New Delhi,06:40:00,10:25:00,1665,1.0,No info,10008
Spicejet,21/03/2019,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No info,6460
Air India,6/05/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3625
Jet Airways,18/06/2019,Mumbai,Hyderabad,08:45:00,10:15:00,90,0.0,In-flight meal not included,4995
Multiple Carriers,18/05/2019,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No info,7670
Spicejet,1/05/2019,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,4991
Air India,21/03/2019,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No info,7532
Air India,15/05/2019,Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No info,10671
Multiple Carriers,27/05/2019,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No info,10407
Jet Airways,9/06/2019,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10577
Jet Airways,1/05/2019,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,No info,13941
Indigo,15/05/2019,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No info,5069
Jet Airways,6/06/2019,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No info,14571
Jet Airways,9/03/2019,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,14053
Jet Airways,1/04/2019,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No info,12681
Jet Airways,24/03/2019,Kolkata,Banglore,06:30:00,04:45:00,1335,1.0,In-flight meal not included,10031
Jet Airways,6/06/2019,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,In-flight meal not included,10539
Jet Airways,27/03/2019,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,No info,12452
Multiple Carriers,27/06/2019,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No info,11264
Jet Airways,27/05/2019,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No info,15129
Air Asia,15/05/2019,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No info,4409
Air India,1/06/2019,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,10441
Air India,1/05/2019,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6121
Jet Airways,24/06/2019,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No info,14441
Indigo,3/03/2019,Delhi,Cochin,04:55:00,12:00:00,425,1.0,No info,9585
Goair,6/05/2019,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3398
Indigo,21/03/2019,Delhi,Cochin,21:05:00,01:45:00,280,1.0,No info,5947
Indigo,9/05/2019,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No info,4804
Jet Airways,6/03/2019,Delhi,Cochin,05:30:00,19:45:00,2295,2.0,In-flight meal not included,15864
Vistara,3/06/2019,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Indigo,6/04/2019,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4174
Multiple Carriers,27/03/2019,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No info,7845
Indigo,3/03/2019,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No info,6565
Jet Airways,01/03/2019,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,No info,22270
Air India,24/05/2019,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No info,4145
Indigo,21/05/2019,Kolkata,Banglore,16:35:00,22:15:00,340,1.0,No info,5268
Vistara,6/03/2019,Mumbai,Hyderabad,07:30:00,09:25:00,1555,1.0,No info,12395
Jet Airways,9/06/2019,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Multiple Carriers,21/05/2019,Delhi,Cochin,07:05:00,21:00:00,835,1.0,In-flight meal not included,9930
Indigo,3/04/2019,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No info,5073
Jet Airways,24/06/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Indigo,3/03/2019,Delhi,Cochin,06:40:00,15:30:00,530,1.0,No info,14871
Air India,01/03/2019,Banglore,New Delhi,05:50:00,08:50:00,1620,3.0,No info,13081
Indigo,6/06/2019,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No info,6116
Spicejet,24/03/2019,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No check-in baggage included,3873
Jet Airways,3/04/2019,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2071
Spicejet,21/05/2019,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No info,6297
Jet Airways,06/03/2019,Banglore,New Delhi,11:40:00,05:05:00,1045,1.0,No info,16736
Indigo,1/05/2019,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No info,3943
Multiple Carriers,9/05/2019,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No info,8266
Multiple Carriers,15/06/2019,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No info,12192
Jet Airways,6/06/2019,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No info,14571
Jet Airways,18/05/2019,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,12373
Multiple Carriers,24/06/2019,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,12927
Air India,18/03/2019,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5674
Spicejet,18/05/2019,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No info,8479
Air India,15/05/2019,Kolkata,Banglore,05:50:00,16:15:00,2065,2.0,No info,12723
Multiple Carriers,6/03/2019,Delhi,Cochin,09:00:00,15:30:00,390,1.0,No info,15078
Jet Airways,01/03/2019,Banglore,New Delhi,08:00:00,08:15:00,1455,1.0,No info,22270
Indigo,27/03/2019,Delhi,Cochin,14:30:00,17:35:00,185,0.0,No info,4729
Jet Airways,6/05/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,9/03/2019,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No info,9564
Jet Airways,3/06/2019,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Air India,9/05/2019,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,13033
Indigo,21/03/2019,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No info,4326
Jet Airways,06/03/2019,Banglore,New Delhi,20:35:00,08:15:00,700,1.0,No info,16736
Air India,24/03/2019,Kolkata,Banglore,16:50:00,18:30:00,1540,1.0,No info,14641
Jet Airways,3/03/2019,Delhi,Cochin,05:40:00,18:50:00,2230,2.0,No info,21314
Air India,3/06/2019,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,8372
Jet Airways,15/03/2019,Banglore,New Delhi,07:00:00,15:15:00,495,1.0,In-flight meal not included,9134
Jet Airways,27/03/2019,Delhi,Cochin,05:25:00,18:50:00,805,2.0,In-flight meal not included,9254
Jet Airways,1/05/2019,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,No info,13941
Air India,9/06/2019,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No info,6327
Vistara,9/05/2019,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No info,8085
Spicejet,18/04/2019,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,5515
Jet Airways,1/06/2019,Delhi,Cochin,21:50:00,12:35:00,885,1.0,No info,14714
Indigo,15/03/2019,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No info,3342
Jet Airways,24/06/2019,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,13014
Indigo,15/04/2019,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No info,4823
Jet Airways,1/05/2019,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,8586
Jet Airways,12/06/2019,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,In-flight meal not included,9899
Vistara,27/05/2019,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No info,4878
Spicejet,24/03/2019,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,5831
Goair,6/03/2019,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No info,6393
Air India,6/04/2019,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,4487
Jet Airways,27/04/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Multiple Carriers,12/06/2019,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,9646
Multiple Carriers,9/05/2019,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No info,7575
Jet Airways,24/03/2019,Kolkata,Banglore,16:55:00,12:00:00,1145,1.0,No info,14231
Indigo,09/03/2019,Banglore,New Delhi,11:20:00,15:25:00,245,1.0,No info,5746
Multiple Carriers,6/06/2019,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No info,13377
Indigo,24/04/2019,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,4423
Indigo,21/06/2019,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4077
Jet Airways,24/05/2019,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No info,16079
Indigo,21/06/2019,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,5224
Goair,1/06/2019,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3898
Indigo,15/03/2019,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No info,3342
Indigo,1/06/2019,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No info,7048
Goair,3/05/2019,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3898
Jet Airways,9/05/2019,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,12373
Air India,03/03/2019,Banglore,New Delhi,11:05:00,22:45:00,700,1.0,No info,11444
Vistara,24/03/2019,Kolkata,Banglore,09:55:00,18:45:00,530,1.0,No info,16092
Multiple Carriers,27/05/2019,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No info,6795
Air India,1/03/2019,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,6535
Jet Airways,01/03/2019,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,No info,26890
Jet Airways,12/03/2019,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,No info,13817
Jet Airways,21/05/2019,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,In-flight meal not included,12719
Jet Airways,21/03/2019,Mumbai,Hyderabad,03:05:00,04:25:00,80,0.0,In-flight meal not included,2759
Spicejet,15/03/2019,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,5469
Jet Airways,6/06/2019,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Jet Airways,9/05/2019,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,6/05/2019,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,10703
Multiple Carriers,9/03/2019,Delhi,Cochin,07:30:00,19:45:00,735,1.0,No info,12615
Indigo,1/06/2019,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No info,3943
Jet Airways,24/06/2019,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Jet Airways,9/05/2019,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,In-flight meal not included,7757
Jet Airways,9/03/2019,Delhi,Cochin,13:45:00,04:25:00,880,2.0,No info,17019
Jet Airways,12/06/2019,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919
Jet Airways,12/06/2019,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,8529
Jet Airways,21/05/2019,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No info,15129
Multiple Carriers,9/03/2019,Delhi,Cochin,15:15:00,01:35:00,620,1.0,No info,15200
Air Asia,15/06/2019,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No info,6853
Indigo,21/05/2019,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,5601
Vistara,21/03/2019,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No info,5613
Spicejet,15/05/2019,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Spicejet,3/04/2019,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,15/06/2019,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No info,15965
Vistara,21/03/2019,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6688
Indigo,27/06/2019,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No info,5054
Jet Airways,06/03/2019,Banglore,New Delhi,08:55:00,15:15:00,380,1.0,No info,19225
Air India,27/03/2019,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No info,6565
Jet Airways,15/06/2019,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Indigo,1/06/2019,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Spicejet,21/05/2019,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,3597
Jet Airways,1/06/2019,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Jet Airways,24/04/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4544
Air India,6/06/2019,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,6121
Air Asia,18/05/2019,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4409
Air India,1/06/2019,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No info,10336
Jet Airways,1/05/2019,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,9663
Indigo,24/04/2019,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,4823
Indigo,18/03/2019,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No info,3858
Air India,21/03/2019,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No info,8140
Jet Airways,6/03/2019,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No info,15764
Jet Airways,18/06/2019,Banglore,Delhi,15:50:00,18:45:00,175,0.0,No info,8016
Indigo,27/03/2019,Delhi,Cochin,04:45:00,13:20:00,515,1.0,No info,7048
Jet Airways,9/04/2019,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Spicejet,12/06/2019,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No info,5264
Air India,6/05/2019,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No info,13227
Vistara,9/04/2019,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No info,5403
Air India,3/03/2019,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,22096
Vistara,18/05/2019,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,9345
Jet Airways,3/06/2019,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Indigo,9/03/2019,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No info,6937
Indigo,9/03/2019,Delhi,Cochin,06:40:00,16:10:00,570,1.0,No info,6442
Jet Airways,27/03/2019,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,In-flight meal not included,8882
Vistara,9/05/2019,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No info,9187
Indigo,12/06/2019,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Jet Airways,27/05/2019,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Jet Airways,01/03/2019,Banglore,New Delhi,18:40:00,00:45:00,365,1.0,No info,35185
Jet Airways,6/06/2019,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,10262
Jet Airways,1/03/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No info,10875
Jet Airways,24/05/2019,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No info,14151
Jet Airways,1/05/2019,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,9314
Indigo,18/05/2019,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No info,6069
Indigo,12/05/2019,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No info,3943
Indigo,18/03/2019,Banglore,New Delhi,16:15:00,20:35:00,260,1.0,No info,4437
Air India,6/06/2019,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,7952
Indigo,12/05/2019,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No info,4591
Air India,12/06/2019,Delhi,Cochin,16:55:00,19:15:00,1580,2.0,No info,13381
Jet Airways,6/05/2019,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10703
Multiple Carriers,21/05/2019,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No info,9794
Jet Airways,21/03/2019,Banglore,New Delhi,20:35:00,07:40:00,665,1.0,In-flight meal not included,7832
Multiple Carriers,27/06/2019,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No info,7155
Multiple Carriers,18/05/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,13727
Indigo,15/03/2019,Banglore,New Delhi,07:30:00,12:20:00,290,1.0,No info,6114
Jet Airways,21/05/2019,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,12898
Jet Airways,6/06/2019,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No info,13059
Air India,12/06/2019,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No info,8372
Jet Airways,9/05/2019,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663
Air India,15/03/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3100
Spicejet,27/05/2019,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,3311
Multiple Carriers,21/03/2019,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No info,11269
Air India,3/04/2019,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,5117
Goair,27/05/2019,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3398
Air India,9/05/2019,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No info,9925
Jet Airways,15/05/2019,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Jet Airways,24/06/2019,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,10368
Jet Airways,3/06/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,5769
Indigo,21/03/2019,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No info,5073
Air India,12/03/2019,Banglore,New Delhi,06:50:00,11:20:00,1710,2.0,No info,12734
Air Asia,3/06/2019,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No info,8759
Indigo,27/05/2019,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No info,6628
